Day,Area,Price1,Band,Demand,Excess Demand,Provisional Price,Price Increment Applicable,lat,long,Price
3,Assam,35.35,800,4,-7,35,0,26.2006043,92.9375739,28.28
3,Bihar,106.25,800,0,-4,0,0,25.11,85.32,85
3,Delhi,771.25,800,0,-3,0,0,28.38,77.12,617
3,Gujarat,343.75,800,0,-2,0,0,23,72,275
3,Haryana,47.5,800,10,4,47.5,1.9,29.3,76,38
3,Himachal Pradesh,23.75,800,4,-3,23.75,0,31.79,77.1,19
3,Kashmir,35,800,8,1,35,0.35,33.94,76.54,28
3,Karnataka,378.75,800,0,-1,0,0,15,75,303
3,Kolkata,183.75,800,0,-1,0,0,22.56263,88.36304,147
3,Madhya Pradesh,154.14,800,4,-1,154.14,0,23.3,80,123.312
3,Maharashtra,432.25,800,0,-3,427.98,0,20,76,345.8
3,Mumbai,634.02,800,0,-6,576.39,0,19.07283,72.88261,507.216
3,North East,13.88,800,4,-7,13.75,0,28,95,11.104
3,Odisha,47.5,800,14,8,47.5,3.8,26,94.2,38
3,Punjab,106.25,800,0,-3,0,0,30.8,75.5,85
3,Tamil Nadu,450,800,0,-1,0,0,11,78,360
3,Uttar Pradesh E,167.5,800,0,-3,0,0,26,82,134
3,Uttar Pradesh W,118.75,800,0,-1,0,0,28,80,95
3,West Bengal,71.25,800,0,-1,0,0,23,87,57
4,Andhra Pradesh,335.19,800,4,-1,325.43,0,16,80,268.152
4,Assam,35.35,800,12,1,35.35,0.35,26.2006043,92.9375739,28.28
4,Bihar,106.25,800,0,-4,0,0,25.11,85.32,85
4,Delhi,778.96,800,0,-3,771.25,0,28.38,77.12,623.168
4,Gujarat,343.75,800,3,1,343.75,3.43,23,72,275
4,Haryana,49.89,800,5,-1,49.4,0,29.3,76,39.912
4,Himachal Pradesh,24.46,800,6,-1,24.46,0,31.79,77.1,19.568
4,Kashmir,36.05,800,2,-5,35.35,0,33.94,76.54,28.84
4,Karnataka,378.75,800,0,-1,0,0,15,75,303
4,Kolkata,183.75,800,0,-1,0,0,22.56263,88.36304,147
4,Madhya Pradesh,171.46,800,4,-1,171.46,0,23.3,80,137.168
4,Maharashtra,440.89,800,3,0,440.89,4.4,20,76,352.712
4,Mumbai,691.08,800,4,-2,691.08,0,19.07283,72.88261,552.864
4,North East,13.88,800,12,1,13.88,0.13,28,95,11.104
4,Odisha,51.3,800,11,5,51.3,2.56,26,94.2,41.04
4,Punjab,106.25,800,4,1,106.25,1.06,30.8,75.5,85
4,Tamil Nadu,450,800,0,-1,0,0,11,78,360
4,Uttar Pradesh E,167.5,800,0,-3,0,0,26,82,134
4,Uttar Pradesh W,118.75,800,0,-1,0,0,28,80,95
4,West Bengal,71.96,800,0,-1,71.25,0,23,87,57.568
5,Andhra Pradesh,366.25,800,12,7,366.25,25.63,16,80,293
5,Assam,36.05,800,12,1,36.05,0.36,26.2006043,92.9375739,28.84
5,Bihar,106.25,800,0,-4,0,0,25.11,85.32,85
5,Delhi,794.6,800,3,0,794.6,7.94,28.38,77.12,635.68
5,Gujarat,347.18,800,0,-2,343.75,0,23,72,277.744
5,Haryana,53.91,800,6,0,53.91,0.53,29.3,76,43.128
5,Himachal Pradesh,26.66,800,0,-7,24.46,0,31.79,77.1,21.328
5,Kashmir,36.05,800,2,-5,35.35,0,33.94,76.54,28.84
5,Karnataka,378.75,800,0,-1,0,0,15,75,303
5,Kolkata,183.75,800,0,-1,0,0,22.56263,88.36304,147
5,Madhya Pradesh,196.44,800,4,-1,196.44,0,23.3,80,157.152
5,Maharashtra,500.73,800,2,-1,500.73,0,20,76,400.584
5,Mumbai,747.46,800,0,-6,718.72,0,19.07283,72.88261,597.968
5,North East,14.15,800,12,1,14.15,0.14,28,95,11.32
5,Odisha,53.86,800,0,-6,51.3,0,26,94.2,43.088
5,Punjab,107.31,800,0,-3,106.25,0,30.8,75.5,85.848
5,Tamil Nadu,450,800,0,-1,0,0,11,78,360
5,Uttar Pradesh E,167.5,800,0,-3,0,0,26,82,134
5,Uttar Pradesh W,118.75,800,0,-1,0,0,28,80,95
5,West Bengal,71.96,800,0,-1,71.25,0,23,87,57.568
6,Andhra Pradesh,419.31,800,0,-5,391.88,0,16,80,335.448
6,Assam,40.05,800,16,5,40.05,2,26.2006043,92.9375739,32.04
6,Bihar,106.25,800,0,-4,0,0,25.11,85.32,85
6,Delhi,851.4,800,1,-2,851.4,0,28.38,77.12,681.12
6,Gujarat,347.18,800,0,-2,343.75,0,23,72,277.744
6,Haryana,55.52,800,1,-5,54.98,0,29.3,76,44.416
6,Himachal Pradesh,26.66,800,0,-7,24.46,0,31.79,77.1,21.328
6,Kashmir,36.05,800,2,-5,35.35,0,33.94,76.54,28.84
6,Karnataka,378.75,800,0,-1,0,0,15,75,303
6,Kolkata,183.75,800,0,-1,0,0,22.56263,88.36304,147
6,Madhya Pradesh,204.29,800,8,3,204.29,6.12,23.3,80,163.432
6,Maharashtra,563.08,800,2,-1,563.08,0,20,76,450.464
6,Mumbai,747.46,800,4,-2,747.46,0,19.07283,72.88261,597.968
6,North East,15,800,4,-7,14.29,0,28,95,12
6,Odisha,53.86,800,0,-6,51.3,0,26,94.2,43.088
6,Punjab,107.31,800,8,5,107.31,5.36,30.8,75.5,85.848
6,Tamil Nadu,450,800,0,-1,0,0,11,78,360
6,Uttar Pradesh E,167.5,800,0,-3,0,0,26,82,134
6,Uttar Pradesh W,118.75,800,0,-1,0,0,28,80,95
6,West Bengal,71.96,800,0,-1,71.25,0,23,87,57.568
7,Andhra Pradesh,444.83,800,4,-1,431.88,0,16,80,355.864
7,Assam,42.47,800,8,-3,42.47,0,26.2006043,92.9375739,33.976
7,Bihar,106.25,800,0,-4,0,0,25.11,85.32,85
7,Delhi,877.18,800,1,-2,877.18,0,28.38,77.12,701.744
7,Gujarat,347.18,800,0,-2,343.75,0,23,72,277.744
7,Haryana,64.12,800,1,-5,61.07,0,29.3,76,51.296
7,Himachal Pradesh,26.66,800,0,-7,24.46,0,31.79,77.1,21.328
7,Kashmir,36.05,800,2,-5,35.35,0,33.94,76.54,28.84
7,Karnataka,378.75,800,0,-1,0,0,15,75,303
7,Kolkata,183.75,800,0,-1,0,0,22.56263,88.36304,147
7,Madhya Pradesh,223.22,800,8,3,223.22,6.69,23.3,80,178.576
7,Maharashtra,615.11,800,2,-1,615.11,0,20,76,492.088
7,Mumbai,840.77,800,4,-2,840.77,0,19.07283,72.88261,672.616
7,North East,16.85,800,4,-7,15.75,0,28,95,13.48
7,Odisha,53.86,800,0,-6,51.3,0,26,94.2,43.088
7,Punjab,112.67,800,0,-3,107.31,0,30.8,75.5,90.136
7,Tamil Nadu,450,800,0,-1,0,0,11,78,360
7,Uttar Pradesh E,167.5,800,0,-3,0,0,26,82,134
7,Uttar Pradesh W,118.75,800,0,-1,0,0,28,80,95
7,West Bengal,71.96,800,0,-1,71.25,0,23,87,57.568
8,Andhra Pradesh,504.94,800,4,-1,471.91,0,16,80,403.952
8,Assam,49.1,800,10,-1,49.1,0,26.2006043,92.9375739,39.28
8,Bihar,106.25,800,0,-4,0,0,25.11,85.32,85
8,Delhi,894.8,800,0,-3,885.95,0,28.38,77.12,715.84
8,Gujarat,347.18,800,0,-2,343.75,0,23,72,277.744
8,Haryana,67.99,800,1,-5,67.32,0,29.3,76,54.392
8,Himachal Pradesh,26.66,800,0,-7,24.46,0,31.79,77.1,21.328
8,Kashmir,36.05,800,2,-5,35.35,0,33.94,76.54,28.84
8,Karnataka,378.75,800,0,-1,0,0,15,75,303
8,Kolkata,183.75,800,0,-1,0,0,22.56263,88.36304,147
8,Madhya Pradesh,243.9,800,8,3,243.9,7.31,23.3,80,195.12
8,Maharashtra,652.8,800,3,0,652.8,6.52,20,76,522.24
8,Mumbai,918.46,800,0,-6,909.37,0,19.07283,72.88261,734.768
8,North East,18.75,800,16,5,18.75,0.93,28,95,15
8,Odisha,53.86,800,0,-6,51.3,0,26,94.2,43.088
8,Punjab,112.67,800,0,-3,107.31,0,30.8,75.5,90.136
8,Tamil Nadu,450,800,0,-1,0,0,11,78,360
8,Uttar Pradesh E,167.5,800,0,-3,0,0,26,82,134
8,Uttar Pradesh W,118.75,800,0,-1,0,0,28,80,95
8,West Bengal,71.96,800,0,-1,71.25,0,23,87,57.568
9,Andhra Pradesh,541.03,800,7,2,541.03,10.82,16,80,432.824
9,Assam,57.82,800,4,-7,53.05,0,26.2006043,92.9375739,42.44
9,Bihar,106.25,800,0,-4,0,0,25.11,85.32,0
9,Delhi,903.74,800,1,-2,903.74,0,28.38,77.12,722.992
9,Gujarat,350.65,800,0,-2,347.18,0,23,72,277.744
9,Haryana,70.71,800,15,9,70.71,6.36,29.3,76,56.568
9,Himachal Pradesh,26.66,800,0,-7,24.46,0,31.79,77.1,19.568
9,Kashmir,36.05,800,2,-5,35.35,0,33.94,76.54,28.28
9,Karnataka,378.75,800,0,-1,0,0,15,75,0
9,Kolkata,183.75,800,0,-1,0,0,22.56263,88.36304,0
9,Madhya Pradesh,266.5,800,8,3,266.5,7.99,23.3,80,213.2
9,Maharashtra,699.59,800,2,-1,699.59,0,20,76,559.672
9,Mumbai,918.46,800,0,-6,909.37,0,19.07283,72.88261,727.496
9,North East,22.32,800,16,5,22.32,1.11,28,95,17.856
9,Odisha,53.86,800,0,-6,51.3,0,26,94.2,41.04
9,Punjab,112.67,800,0,-3,107.31,0,30.8,75.5,85.848
9,Tamil Nadu,450,800,0,-1,0,0,11,78,0
9,Uttar Pradesh E,167.5,800,0,-3,0,0,26,82,0
9,Uttar Pradesh W,118.75,800,0,-1,0,0,28,80,0
9,West Bengal,71.96,800,0,-1,71.25,0,23,87,57
10,Andhra Pradesh,574.13,800,7,2,574.13,11.48,16,80,459.304
10,Assam,65.64,800,8,-3,65.64,0,26.2006043,92.9375739,52.512
10,Bihar,106.25,800,0,-4,0,0,25.11,85.32,0
10,Delhi,931.1,800,1,-2,931.1,0,28.38,77.12,744.88
10,Gujarat,350.65,800,0,-2,347.18,0,23,72,277.744
10,Haryana,77.07,800,1,-5,70.71,0,29.3,76,56.568
10,Himachal Pradesh,26.66,800,0,-7,24.46,0,31.79,77.1,19.568
10,Kashmir,36.05,800,2,-5,35.35,0,33.94,76.54,28.28
10,Karnataka,378.75,800,0,-1,0,0,15,75,0
10,Kolkata,183.75,800,0,-1,0,0,22.56263,88.36304,0
10,Madhya Pradesh,291.2,800,8,3,291.2,8.73,23.3,80,232.96
10,Maharashtra,742.4,800,2,-1,742.4,0,20,76,593.92
10,Mumbai,918.46,800,0,-6,909.37,0,19.07283,72.88261,727.496
10,North East,25.83,800,16,5,25.83,1.29,28,95,20.664
10,Odisha,53.86,800,0,-6,51.3,0,26,94.2,41.04
10,Punjab,112.67,800,0,-3,107.31,0,30.8,75.5,85.848
10,Tamil Nadu,450,800,0,-1,0,0,11,78,0
10,Uttar Pradesh E,167.5,800,0,-3,0,0,26,82,0
10,Uttar Pradesh W,118.75,800,0,-1,0,0,28,80,0
10,West Bengal,71.96,800,0,-1,71.25,0,23,87,57
11,Andhra Pradesh,609.26,800,7,2,609.26,12.18,16,80,487.408
11,Assam,75.97,800,8,-3,75.97,0,26.2006043,92.9375739,60.776
11,Bihar,106.25,800,1,-3,106.25,0,25.11,85.32,85
11,Delhi,959.3,800,1,-2,959.3,0,28.38,77.12,767.44
11,Gujarat,350.65,800,0,-2,347.18,0,23,72,277.744
11,Haryana,77.07,800,1,-5,70.71,0,29.3,76,56.568
11,Himachal Pradesh,26.66,800,0,-7,24.46,0,31.79,77.1,19.568
11,Kashmir,36.05,800,2,-5,35.35,0,33.94,76.54,28.28
11,Karnataka,378.75,800,0,-1,0,0,15,75,0
11,Kolkata,185.58,800,0,-1,183.75,0,22.56263,88.36304,147
11,Madhya Pradesh,318.18,800,8,3,318.18,9.54,23.3,80,254.544
11,Maharashtra,787.82,800,2,-1,787.82,0,20,76,630.256
11,Mumbai,918.46,800,0,-6,909.37,0,19.07283,72.88261,727.496
11,North East,27.39,800,12,1,27.39,0.27,28,95,21.912
11,Odisha,53.86,800,0,-6,51.3,0,26,94.2,41.04
11,Punjab,112.67,800,0,-3,107.31,0,30.8,75.5,85.848
11,Tamil Nadu,450,800,0,-1,0,0,11,78,0
11,Uttar Pradesh E,167.5,800,0,-3,0,0,26,82,0
11,Uttar Pradesh W,118.75,800,0,-1,0,0,28,80,0
11,West Bengal,71.96,800,0,-1,71.25,0,23,87,57
12,Andhra Pradesh,659.46,800,4,-1,646.53,0,16,80,517.224
12,Assam,87.92,800,16,5,87.92,4.39,26.2006043,92.9375739,70.336
12,Bihar,106.25,800,1,-3,106.25,0,25.11,85.32,85
12,Delhi,988.35,800,4,1,988.35,9.88,28.38,77.12,790.68
12,Gujarat,350.65,800,0,-2,347.18,0,23,72,277.744
12,Haryana,77.07,800,1,-5,70.71,0,29.3,76,56.568
12,Himachal Pradesh,26.66,800,0,-7,24.46,0,31.79,77.1,19.568
12,Kashmir,36.05,800,2,-5,35.35,0,33.94,76.54,28.28
12,Karnataka,378.75,800,0,-1,0,0,15,75,0
12,Kolkata,185.58,800,0,-1,183.75,0,22.56263,88.36304,147
12,Madhya Pradesh,358.1,800,4,-1,358.1,0,23.3,80,286.48
12,Maharashtra,836.03,800,5,2,836.03,16.72,20,76,668.824
12,Mumbai,918.46,800,0,-6,909.37,0,19.07283,72.88261,727.496
12,North East,28.2,800,4,-7,27.93,0,28,95,22.344
12,Odisha,53.86,800,0,-6,51.3,0,26,94.2,41.04
12,Punjab,112.67,800,0,-3,107.31,0,30.8,75.5,85.848
12,Tamil Nadu,450,800,0,-1,0,0,11,78,0
12,Uttar Pradesh E,167.5,800,0,-3,0,0,26,82,0
12,Uttar Pradesh W,118.75,800,0,-1,0,0,28,80,0
12,West Bengal,71.96,800,0,-1,71.25,0,23,87,57
13,Andhra Pradesh,699.81,800,4,-1,686.09,0,16,80,548.872
13,Assam,102.77,800,8,-3,102.77,0,26.2006043,92.9375739,82.216
13,Bihar,106.25,800,1,-3,106.25,0,25.11,85.32,85
13,Delhi,998.23,800,4,1,998.23,9.98,28.38,77.12,798.584
13,Gujarat,350.65,800,0,-2,347.18,0,23,72,277.744
13,Haryana,77.07,800,1,-5,70.71,0,29.3,76,56.568
13,Himachal Pradesh,26.66,800,0,-7,24.46,0,31.79,77.1,19.568
13,Kashmir,36.05,800,2,-5,35.35,0,33.94,76.54,28.28
13,Karnataka,378.75,800,0,-1,0,0,15,75,0
13,Kolkata,185.58,800,0,-1,183.75,0,22.56263,88.36304,147
13,Madhya Pradesh,391.29,800,4,-1,391.29,0,23.3,80,313.032
13,Maharashtra,887.35,800,5,2,887.35,17.74,20,76,709.88
13,Mumbai,918.46,800,0,-6,909.37,0,19.07283,72.88261,727.496
13,North East,28.76,800,4,-7,28.48,0,28,95,22.784
13,Odisha,53.86,800,0,-6,51.3,0,26,94.2,41.04
13,Punjab,112.67,800,0,-3,107.31,0,30.8,75.5,85.848
13,Tamil Nadu,450,800,0,-1,0,0,11,78,0
13,Uttar Pradesh E,167.5,800,0,-3,0,0,26,82,0
13,Uttar Pradesh W,118.75,800,0,-1,0,0,28,80,0
13,West Bengal,71.96,800,0,-1,71.25,0,23,87,57
14,Andhra Pradesh,742.63,800,4,-1,728.07,0,16,80,582.456
14,Assam,103.79,800,4,-7,102.77,0,26.2006043,92.9375739,82.216
14,Bihar,106.25,800,1,-3,106.25,0,25.11,85.32,85
14,Delhi,1028.47,800,4,1,1028.47,10.28,28.38,77.12,822.776
14,Gujarat,350.65,800,0,-2,347.18,0,23,72,277.744
14,Haryana,77.07,800,1,-5,70.71,0,29.3,76,56.568
14,Himachal Pradesh,26.66,800,0,-7,24.46,0,31.79,77.1,19.568
14,Kashmir,36.05,800,2,-5,35.35,0,33.94,76.54,28.28
14,Karnataka,378.75,800,0,-1,0,0,15,75,0
14,Kolkata,185.58,800,0,-1,183.75,0,22.56263,88.36304,147
14,Madhya Pradesh,427.56,800,4,-1,427.56,0,23.3,80,342.048
14,Maharashtra,941.65,800,5,2,941.65,18.83,20,76,753.32
14,Mumbai,918.46,800,0,-6,909.37,0,19.07283,72.88261,727.496
14,North East,29.33,800,12,1,29.33,0.29,28,95,23.464
14,Odisha,53.86,800,0,-6,51.3,0,26,94.2,41.04
14,Punjab,112.67,800,0,-3,107.31,0,30.8,75.5,85.848
14,Tamil Nadu,450,800,0,-1,0,0,11,78,0
14,Uttar Pradesh E,167.5,800,0,-3,0,0,26,82,0
14,Uttar Pradesh W,118.75,800,0,-1,0,0,28,80,0
14,West Bengal,71.96,800,0,-1,71.25,0,23,87,57
15,Andhra Pradesh,757.48,800,0,-5,742.63,0,16,80,594.104
15,Assam,103.79,800,4,-7,102.77,0,26.2006043,92.9375739,82.216
15,Bihar,106.25,800,1,-3,106.25,0,25.11,85.32,85
15,Delhi,1038.75,800,1,-2,1038.75,0,28.38,77.12,831
15,Gujarat,350.65,800,0,-2,347.18,0,23,72,277.744
15,Haryana,77.07,800,1,-5,70.71,0,29.3,76,56.568
15,Himachal Pradesh,26.66,800,0,-7,24.46,0,31.79,77.1,19.568
15,Kashmir,36.05,800,2,-5,35.35,0,33.94,76.54,28.28
15,Karnataka,378.75,800,0,-1,0,0,15,75,0
15,Kolkata,185.58,800,0,-1,183.75,0,22.56263,88.36304,147
15,Madhya Pradesh,467.19,800,4,-1,467.19,0,23.3,80,373.752
15,Maharashtra,960.48,800,2,-1,960.48,0,20,76,768.384
15,Mumbai,918.46,800,0,-6,909.37,0,19.07283,72.88261,727.496
15,North East,30.2,800,12,1,30.2,0.3,28,95,24.16
15,Odisha,53.86,800,0,-6,51.3,0,26,94.2,41.04
15,Punjab,112.67,800,0,-3,107.31,0,30.8,75.5,85.848
15,Tamil Nadu,450,800,0,-1,0,0,11,78,0
15,Uttar Pradesh E,167.5,800,0,-3,0,0,26,82,0
15,Uttar Pradesh W,118.75,800,0,-1,0,0,28,80,0
15,West Bengal,71.96,800,0,-1,71.25,0,23,87,57
16,Andhra Pradesh,757.48,800,0,-5,742.63,0,16,80,594.104
16,Assam,103.79,800,4,-7,102.77,0,26.2006043,92.9375739,82.216
16,Bihar,107.31,800,0,-4,106.25,0,25.11,85.32,85
16,Delhi,1038.75,800,1,-2,1038.75,0,28.38,77.12,831
16,Gujarat,350.65,800,0,-2,347.18,0,23,72,277.744
16,Haryana,77.07,800,1,-5,70.71,0,29.3,76,56.568
16,Himachal Pradesh,26.66,800,0,-7,24.46,0,31.79,77.1,19.568
16,Kashmir,36.05,800,2,-5,35.35,0,33.94,76.54,28.28
16,Karnataka,378.75,800,0,-1,0,0,15,75,0
16,Kolkata,185.58,800,0,-1,183.75,0,22.56263,88.36304,147
16,Madhya Pradesh,495.63,800,4,-1,495.63,0,23.3,80,396.504
16,Maharashtra,960.48,800,2,-1,960.48,0,20,76,768.384
16,Mumbai,918.46,800,0,-6,909.37,0,19.07283,72.88261,727.496
16,North East,30.8,800,8,-3,30.8,0,28,95,24.64
16,Odisha,53.86,800,0,-6,51.3,0,26,94.2,41.04
16,Punjab,112.67,800,0,-3,107.31,0,30.8,75.5,85.848
16,Tamil Nadu,450,800,0,-1,0,0,11,78,0
16,Uttar Pradesh E,167.5,800,0,-3,0,0,26,82,0
16,Uttar Pradesh W,118.75,800,0,-1,0,0,28,80,0
16,West Bengal,71.96,800,0,-1,71.25,0,23,87,57
17,Andhra Pradesh,757.48,800,0,-5,742.63,0,16,80,594.104
17,Assam,103.79,800,4,-7,102.77,0,26.2006043,92.9375739,82.216
17,Bihar,107.31,800,4,0,107.31,1.07,25.11,85.32,85.848
17,Delhi,1038.75,800,1,-2,1038.75,0,28.38,77.12,831
17,Gujarat,350.65,800,0,-2,347.18,0,23,72,277.744
17,Haryana,77.07,800,1,-5,70.71,0,29.3,76,56.568
17,Himachal Pradesh,26.66,800,0,-7,24.46,0,31.79,77.1,19.568
17,Kashmir,36.05,800,2,-5,35.35,0,33.94,76.54,28.28
17,Karnataka,378.75,800,0,-1,0,0,15,75,0
17,Kolkata,185.58,800,0,-1,183.75,0,22.56263,88.36304,147
17,Madhya Pradesh,510.49,800,4,-1,510.49,0,23.3,80,408.392
17,Maharashtra,960.48,800,2,-1,960.48,0,20,76,768.384
17,Mumbai,918.46,800,0,-6,909.37,0,19.07283,72.88261,727.496
17,North East,31.72,800,4,-7,31.41,0,28,95,25.128
17,Odisha,53.86,800,0,-6,51.3,0,26,94.2,41.04
17,Punjab,112.67,800,0,-3,107.31,0,30.8,75.5,85.848
17,Tamil Nadu,450,800,0,-1,0,0,11,78,0
17,Uttar Pradesh E,167.5,800,3,0,167.5,1.67,26,82,134
17,Uttar Pradesh W,118.75,800,0,-1,0,0,28,80,0
17,West Bengal,71.96,800,0,-1,71.25,0,23,87,57
18,Andhra Pradesh,757.48,800,0,-5,742.63,0,16,80,594.104
18,Assam,103.79,800,4,-7,102.77,0,26.2006043,92.9375739,82.216
18,Bihar,108.38,800,0,-4,107.31,0,25.11,85.32,85.848
18,Delhi,1049.13,800,1,-2,1049.13,0,28.38,77.12,839.304
18,Gujarat,350.65,800,0,-2,347.18,0,23,72,277.744
18,Haryana,77.07,800,1,-5,70.71,0,29.3,76,56.568
18,Himachal Pradesh,26.66,800,0,-7,24.46,0,31.79,77.1,19.568
18,Kashmir,36.05,800,2,-5,35.35,0,33.94,76.54,28.28
18,Karnataka,378.75,800,0,-1,0,0,15,75,0
18,Kolkata,185.58,800,0,-1,183.75,0,22.56263,88.36304,147
18,Madhya Pradesh,510.49,800,4,-1,510.49,0,23.3,80,408.392
18,Maharashtra,979.68,800,2,-1,979.68,0,20,76,783.744
18,Mumbai,918.46,800,0,-6,909.37,0,19.07283,72.88261,727.496
18,North East,31.72,800,8,-3,31.72,0,28,95,25.376
18,Odisha,53.86,800,0,-6,51.3,0,26,94.2,41.04
18,Punjab,112.67,800,0,-3,107.31,0,30.8,75.5,85.848
18,Tamil Nadu,450,800,0,-1,0,0,11,78,0
18,Uttar Pradesh E,169.17,800,0,-3,167.5,0,26,82,134
18,Uttar Pradesh W,119.93,800,0,-1,118.75,0,28,80,95
18,West Bengal,71.96,800,0,-1,71.25,0,23,87,57
19,Andhra Pradesh,772.62,800,0,-5,757.48,0,16,80,605.984
19,Assam,103.79,800,4,-7,102.77,0,26.2006043,92.9375739,82.216
19,Bihar,108.38,800,0,-4,107.31,0,25.11,85.32,85.848
19,Delhi,1059.62,800,1,-2,1059.62,0,28.38,77.12,847.696
19,Gujarat,350.65,800,0,-2,347.18,0,23,72,277.744
19,Haryana,77.07,800,1,-5,70.71,0,29.3,76,56.568
19,Himachal Pradesh,26.66,800,0,-7,24.46,0,31.79,77.1,19.568
19,Kashmir,36.05,800,2,-5,35.35,0,33.94,76.54,28.28
19,Karnataka,378.75,800,0,-1,0,0,15,75,0
19,Kolkata,185.58,800,0,-1,183.75,0,22.56263,88.36304,147
19,Madhya Pradesh,510.49,800,4,-1,510.49,0,23.3,80,408.392
19,Maharashtra,999.27,800,2,-1,999.27,0,20,76,799.416
19,Mumbai,918.46,800,0,-6,909.37,0,19.07283,72.88261,727.496
19,North East,31.72,800,8,-3,31.72,0,28,95,25.376
19,Odisha,53.86,800,0,-6,51.3,0,26,94.2,41.04
19,Punjab,112.67,800,0,-3,107.31,0,30.8,75.5,85.848
19,Tamil Nadu,450,800,0,-1,0,0,11,78,0
19,Uttar Pradesh E,169.17,800,0,-3,167.5,0,26,82,134
19,Uttar Pradesh W,119.93,800,0,-1,118.75,0,28,80,95
19,West Bengal,71.96,800,0,-1,71.25,0,23,87,57
1,Andhra Pradesh,144.31,900,50,-20,126.07,0,16,80,115.448
1,Assam,18.34,900,6,-25,17.13,0,26.2006043,92.9375739,14.672
1,Bihar,53.77,900,31,0,42.24,0.42,25.11,85.32,43.016
1,Gujarat,119.68,900,63,-7,119.68,0,23,72,95.744
1,Haryana,19.52,900,50,-12,16.91,0,29.3,76,15.616
1,Himachal Pradesh,9.47,900,92,30,8.44,0.5,31.79,77.1,7.576
1,Karnataka,90.9,900,25,-45,80.85,0,15,75,72.72
1,Kerala,42.79,900,50,-12,37.04,0,10,76.25,34.232
1,Madhya Pradesh,47.16,900,50,-12,44.04,0,23.3,80,37.728
1,Maharashtra,151.56,900,60,-10,137.53,0,20,76,121.248
1,North East,5.85,900,0,-44,5.85,0,28,95,4.68
1,Odisha,24.02,900,62,31,20.98,1.46,26,94.2,19.216
1,Punjab,66.11,900,103,25,44.64,2.23,30.8,75.5,52.888
1,Rajasthan,65.13,900,62,0,47.87,0.47,27,74,52.104
1,Uttar Pradesh E,58.65,900,50,19,58.65,2.34,26,82,46.92
1,Uttar Pradesh W,54.74,900,137,106,54.74,5.47,28,80,43.792
1,West Bengal,22.64,900,0,-22,22.42,0,23,87,18.112
2,Andhra Pradesh,144.31,900,25,-45,136.15,0,16,80,115.448
2,Assam,18.34,900,6,-25,17.99,0,26.2006043,92.9375739,14.672
2,Bihar,53.77,900,81,50,53.77,5.37,25.11,85.32,43.016
